DIRECTORIO,SECUENCIA_P,TAM_HOGAR,ORDEN,P3271,P6040,P6050,P6070,P6090,P6100,P6110,P6120,P6160,P6170,P3041,P3042,P3042S1,P3042S2,CLASE,P400,P401,P402,P403,P404,P3564,P405,P408,P409,P410,P410S1,P411,P411S1,P412,P412S1,P413,P414,P415,P416,P420,P3131S1,P3131S1A1,P3131S1A2,P3131S2,P3131S2A1,P3131S2A2,P3131S3,P3131S3A1,P3131S3A2,P3132S1,P3132S1A1,P3132S1A2,P3132S2,P3132S2A1,P3132S2A2,P3132S3,P3132S3A1,P3132S3A2,P3133S1,P3133S1A1,P3133S1A2,P3133S2,P3133S2A1,P3133S2A2,P3133S3,P3133S3A1,P3133S3A2,P3134S1,P3134S1A1,P3134S1A2,P3134S2,P3134S2A1,P3134S2A2,P3134S3,P3134S3A1,P3134S3A2,P3135S1,P3135S1A1,P3135S1A2,P3135S2,P3135S2A1,P3135S2A2,P3135S3,P3135S3A1,P3135S3A2,P3136S1,P3136S1A1,P3136S1A2,P3136S2,P3136S2A1,P3136S2A2,P3136S3,P3136S3A1,P3136S3A2,P3137,P3137S1,P3137S2,P3138,P3138S1,P3138S2,P3139,P3139S1,P3139S2,P3141,P3141S1,P3141S2,P3142,P3142S1,P3142S2,P3143,P3143S1,P3143S2,P3144,P3144S1,P3144S2,P3145,P3145S1,P3145S2,P3502,P3502S1,P3502S2,P3503,P3503S1,P3503S2,P3504,P3504S1,P3504S2,P423,RAMA4D_R4,RAMA2D_R4,FEX_C,AREA,OFICIO_C8
8013424,1,4,4,2,9,8,,1,1,5,,1,1,1,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,3,,,34.514789032,52,
8013428,1,3,3,2,16,3,6,1,3,,,1,1,2,5,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,3,2,2,,,2,,,1,2,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,44.583366058,52,
8013432,1,4,3,1,13,3,6,1,1,5,,1,1,2,4,2,,1,3,2,,1,,,3,6,,,,,,,,,12,14,14,7,1,7,1,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,1,7,2,2,,,2,,,1,2,2,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,1512,15,70.636938468,52,5223
8013432,1,4,4,1,10,3,6,1,1,5,,1,1,2,4,0,,1,3,2,,1,,,3,6,,,,,,,,,11,14,14,7,1,7,1,2,,,2,,,1,1,1,2,,,2,,,1,5,1,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,1512,15,70.636938468,52,5223
8013433,1,2,2,2,10,3,6,1,1,5,,1,1,2,3,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,39.250634039,52,
8013434,1,3,2,2,10,3,6,1,3,,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,49.05100245,52,
8013438,1,3,3,1,9,3,,1,1,5,,1,1,2,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,6,,,44.718647129,52,
8013444,1,3,3,2,10,3,6,1,1,5,,1,1,2,3,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,41.394943758,52,
8013448,1,3,3,1,9,3,,1,3,,,1,1,1,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,49.687385699,52,
8013450,1,3,3,1,14,3,6,1,1,5,,1,1,2,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,7,2,2,,,2,,,1,2,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,39.749908559,52,
8013462,1,4,3,1,9,3,,1,2,5,,1,1,1,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,50.981205115,52,
8013462,1,4,4,2,7,3,,1,2,5,,1,1,1,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,50.981205115,52,
8013474,1,4,2,2,7,3,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,3,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,76.487208559,52,
8013474,1,4,4,1,7,13,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,2,,,2,,,2,,,1,5,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,76.487208559,52,
8013476,1,3,3,1,7,3,,1,3,,,1,1,2,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,66.249847598,52,
8013477,1,2,2,1,9,3,,1,1,5,,1,1,2,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,39.576687239,52,
8013478,1,3,3,1,17,3,6,1,1,5,,1,2,,5,2,,1,3,2,,1,,,3,6,,,,,,,,,3,10,10,7,2,,,2,,,2,,,1,2,1,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,9522,95,57.025936327,52,9129
8013479,1,4,3,2,5,3,,1,3,,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,1,3,1,2,,,2,,,2,,,2,,,2,,,1,3,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,56.43624612,52,
8013484,1,3,3,1,5,3,,1,3,,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,98.183038908,52,
8013485,1,3,3,2,17,6,6,2,,,,1,2,,5,2,,1,3,2,,2,1,,,,,,,,,,,,,,,,1,3,2,2,,,2,,,1,1,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,55.774604758,52,
8013486,1,4,3,1,9,3,,1,1,5,,1,1,1,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,54.379952122,52,
8013488,1,3,3,2,9,3,,1,1,5,,1,1,2,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,41.394943758,52,
8013489,1,3,3,2,7,3,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,2,,,2,,,2,,,1,4,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,67.918518619,52,
8013496,1,3,3,2,16,3,6,1,1,5,,1,1,2,4,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,5,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,34.661798473,52,
8015903,1,4,2,2,6,3,,1,3,,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,53.598374963,52,
8015906,1,3,3,1,13,3,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,49.687385699,52,
8015909,1,3,3,1,7,3,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,62.109232124,52,
8015912,1,2,2,1,15,3,6,1,1,5,,1,1,2,4,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,49.848701776,52,
8015917,1,6,5,2,17,8,6,1,3,,,1,1,1,5,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,3,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,2,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,60.699747722,52,
8015917,1,6,6,2,15,8,6,1,3,,,1,1,1,5,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,3,2,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,60.699747722,52,
8015919,1,2,2,1,15,3,6,1,1,5,,1,1,1,4,3,,1,3,2,,,2,,,,,,,,,,,,,,,,1,7,2,2,,,2,,,1,1,2,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,39.878961421,52,
8015922,1,3,2,2,11,3,6,1,3,,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,48.304382022,52,
8017295,1,5,4,2,17,8,6,1,2,5,,1,1,2,5,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,58.928021232,52,
8017295,1,5,5,1,9,8,,1,2,5,,1,1,2,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,3,,,58.928021232,52,
8017296,1,5,3,1,12,3,6,1,3,,,1,1,2,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,47.775144841,52,
8017296,1,5,5,1,8,8,,1,1,5,,1,1,2,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,47.775144841,52,
8017298,1,5,4,1,8,3,,1,1,5,,1,1,2,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,4,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,3,,,62.673583733,52,
8017301,1,5,4,1,13,8,6,1,1,5,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,47.73915605,52,
8017301,1,5,5,2,6,8,,1,1,5,,1,2,,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,47.73915605,52,
8017303,1,2,2,1,13,3,6,1,1,5,,1,1,2,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,37.399969441,52,
8017308,1,3,3,1,16,8,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,4,1,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,55.689100453,52,
8017312,1,3,3,1,11,3,6,1,3,,,1,1,1,4,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,67.755525953,52,
8017313,1,3,3,2,10,3,6,1,1,5,,1,1,1,3,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,4,1,2,,,2,,,2,,,2,,,2,,,1,4,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,68.991572929,52,
8017314,1,5,3,2,12,3,6,1,3,,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,2,1,2,,,2,,,1,1,1,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,52.712380938,52,
8017314,1,5,4,2,10,3,6,1,3,,,1,1,1,3,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,52.712380938,52,
8017317,1,4,4,1,17,3,6,1,1,5,,1,2,,4,1,,1,4,2,,2,1,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,1,2,1,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,48.970537764,52,
8017321,1,3,3,2,13,8,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,56.665506757,52,
8017323,1,4,4,2,17,3,6,1,3,,,1,1,1,6,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,1,1,1,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,70.642798018,52,
8017324,1,2,2,2,12,3,4,1,3,,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,7,1,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,56.072334341,52,
8017325,1,2,2,1,6,3,,1,3,,,1,1,1,3,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,34.629601334,52,
8017330,1,6,4,2,9,8,,1,1,5,,1,1,2,3,4,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,1,1,2,2,,,2,,,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,45.010198184,52,
8017330,1,6,6,2,12,8,6,1,1,5,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,1,1,2,2,,,2,,,1,3,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,45.010198184,52,
8017332,1,3,2,1,8,3,,1,3,,,1,1,1,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,42.043716386,52,
8017333,2,4,3,2,14,3,6,1,1,5,,1,1,1,4,3,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,1,3,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,62.067165376,52,
8017333,2,4,4,2,9,3,,1,1,5,,1,1,1,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,62.067165376,52,
8017335,1,3,2,1,9,3,,1,3,,,1,1,1,3,2,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,3,,,44.191794026,52,
8017335,1,3,3,1,6,3,,1,3,,,1,1,1,3,1,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,44.191794026,52,
8017337,1,2,2,2,16,8,6,1,3,,,1,2,,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,1,3,2,2,,,2,,,1,1,2,2,,,2,,,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,24.803951996,52,
8017339,1,3,3,2,13,3,6,1,3,,,1,1,1,4,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,47.039708815,52,
8017341,1,5,3,2,5,8,,1,1,5,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,26.112340498,52,
8017341,1,5,4,2,16,8,6,1,3,,,1,1,1,5,1,,1,3,2,,,2,,,,,,,,,,,,,,,,1,2,2,2,,,2,,,1,1,1,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,1,2,8,2,,,,,,26.112340498,52,
8017341,1,5,5,1,14,8,6,1,3,,,1,1,1,4,3,,1,3,1,,,,,6,1,175000,1,98,2,,2,,,1,8,8,9,2,,,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,4111,41,26.112340498,52,9313
8017342,1,4,3,1,13,3,6,1,3,,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,1,1,1,2,,,2,,,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,25.590565705,52,
8017342,1,4,4,2,6,3,,1,3,,,2,1,1,2,0,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,25.590565705,52,
8017347,1,3,2,2,8,3,,1,3,,,1,1,1,3,3,,1,3,2,2,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,5,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,4,,,48.90580854,52,
8017352,1,4,4,1,16,3,6,1,1,5,,2,2,,1,0,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,67.177974387,52,
8017353,1,2,2,1,17,3,6,1,2,5,,1,1,2,5,1,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,49.848701776,52,
8017354,1,2,2,2,11,3,6,1,3,,,1,1,1,3,4,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,45.428974582,52,
8017356,1,4,3,1,14,3,6,1,1,5,,1,1,1,4,2,,1,3,2,,2,2,,,,,,,,,,,,,,,,2,,,2,,,2,,,2,,,2,,,2,,,1,7,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,2,,,,,,2,,,2,,,2,,,,,,62.013224443,52,
